Source: http://ncsesdata.nsf.gov/herd/2014/html/HERD2014_DST_17.html
(Dollars in thousands)																	
Rank	Institution	2005		2006		2007		2008		2009		2010		2011		2012		2013		2014
Idaho State U.	20,137		17,119		20,569		21,627		21,405		20,495		21,450		21,179		22,147		20,610
Columbia U., Teachers C.	13,296		13,113		14,561		17,104		18,399		17,167		18,406		20,805		19,649		20,538
Marshall U.	23,606		19,957		22,755		23,022		23,645		24,501		26,723		18,998		19,617		20,382
U. of the Virgin Islands	16,735		17,495		17,842		18,099		22,019		32,350		21,994		25,719		20,041		20,371
Georgia Southern U.	5,301		6,332		6,600		4,204		4,739		3,704		3,912		5,719		18,069		20,245
Tennessee State U.	15,263		14,693		12,982		12,571		12,581		12,432		13,468		15,439		16,177		20,068
U. West Florida	19,029		13,376		14,903		14,137		13,288		17,757		21,710		16,221		19,332		19,579
Illinois State U.	7,079		6,298		7,528		7,110		8,727		18,417		17,833		17,760		17,589		19,159
SUNY, C. of Environmental Science and Forestry	12,054		17,954	i	23,854		26,359		20,513		26,916		25,024	i	23,132	i	21,239		19,027
Meharry Medical C.	29,105		32,878		33,218		34,152		26,587		27,001		29,055		25,559		22,532		18,997
Western Michigan U. and Homer Stryker M.D. School of Medicine	24,801		25,470		25,779		26,649		22,579		26,391		25,051		21,073		18,979		18,942
Southern Illinois U., Edwardsville	39,914		42,457		44,650		47,268		49,139		31,781		33,736		26,992		25,807		18,915
U. Puerto Rico, Mayaguez	21,792		22,337		21,738		20,094	i	20,991		26,475		34,424		32,115		29,225		18,734
U. Missouri, Saint Louis	14,022		13,587		13,214		14,374		15,665		14,628		18,461		19,356		20,869		18,618
U. Denver	16,526		14,585		14,178		14,657		16,727		15,748		17,004		15,237		19,262		18,183
Fordham U.	5,198		12,525		13,268		16,492		15,676		19,289		18,350		19,311		18,822		17,961
New York Medical C.	32,460		34,397		34,365		31,644		30,584		28,400		27,316		23,277		20,243		17,908
Rosalind Franklin U. of Medicine and Science	11,920		10,981		12,199		12,128		13,375		12,426		14,261		15,587		17,401		17,794
Delaware State U.	5,909		7,642		7,729		8,384		9,924		15,200		19,019		15,668		17,295		17,679
U. Alaska, Anchorage	13,594		16,520		14,751		13,353		13,400		16,709		18,620		20,194		20,255		17,150
Northern Illinois U.	14,787		21,048		21,483		21,179		27,938		27,036		21,748		21,823		23,027		16,427
Albany Medical C.	15,465		16,227		15,029		15,108		17,776		22,953		20,876		17,735		15,093		16,093
Northeast Ohio Medical U.	5,703		5,294		4,984		9,165		10,077		10,819		13,581		13,358		12,722		15,916
Morgan State U.	9,544		13,523		11,257		12,336		12,433		12,804		12,803		17,751		15,475		15,720
Embry-Riddle Aeronautical U.	14,629		10,628	i	7,930		7,004		10,899		12,189		16,289		19,376		16,484		15,393
Oakland U.	6,654		9,554		9,038		9,812		11,275		12,856		15,868		18,194		16,767		15,196
California Polytechnic State U., San Luis Obispo	11,515		12,956		14,970		15,196		19,857		19,732		16,532		17,412		16,067		15,096
Duquesne U.	10,172		10,515		11,175		11,982		11,856		15,804		16,814		15,547		15,661		15,025
Central Michigan U.	5,263		4,664		5,082		4,928		5,758		7,483		8,671		10,907		12,879		15,015
U.S. Military Academy	7,293	i	7,722	i	8,526		10,549		9,563		22,171		13,799		12,227		11,630		14,819
Fayetteville State U.	8,509		632		8,124		8,647		10,541		11,865		14,618		15,719		16,698		14,732
U. North Carolina, Wilmington	21,431		14,212		17,603		20,326		18,287		23,143		22,593		19,722		18,145		14,648
Florida Institute of Technology	7,920		8,990		7,732		9,232		11,523		12,054		14,523		17,100		13,298		14,255
Winthrop U.	ne		ne		ne		ne		ne		ne		5,089		7,993		12,495		13,981
Clarkson U.	13,826		16,176		17,257		17,724		15,047		18,584		17,951		14,809		12,061		13,750
Nova Southeastern U.	5,789		6,445		6,697		7,603		9,018		10,116		12,322		12,908		12,712		13,716
Villanova U.	8,475	i	9,473	i	10,962		9,484		9,919	i	10,066	i	10,044		8,547	i	7,049		13,700
California State U., San Bernardino	19,212		13,514		10,734		12,487		9,871		4,188		11,591		9,303		11,942		13,582
South Carolina State U.	3,796		3,796		3,796		8,123		8,535		7,167		10,037	i	12,909		13,159	i	13,147
California State U., Sacramento	237	i	212	i	183		4,718		14,461		15,207		16,344		14,053		15,564		13,136
California State U., Northridge	21,266		17,140		21,866		20,574		20,822		29,469		25,654		29,491		9,640		12,991
Prairie View A&M U.	12,089		11,521		12,036		10,800		11,556		12,565		15,243		14,552		13,198		12,292
U. Texas Pan American	5,816		6,791		7,209		8,479		8,971		8,693		8,672		9,062		9,425		11,739
U. Southern Maine	16,931	i	20,971		35,725		48,891		48,255		16,358		16,938		13,915		11,725		11,714
North Carolina Central U.	5,769	i	6,597		4,337		6,323		5,379		6,870		9,496		11,076		8,979		11,537
Montana Tech of U. Montana	7,000		7,843		7,142		7,883		8,395		7,424		6,705		11,765		11,059		11,348
Hampton U.	43,124		28,819		24,017		21,089		12,847		14,455		12,414		15,356		12,641		11,169
Tarleton State U.	10,235		10,128		9,232		9,476		11,835		10,763		10,426		9,393		9,722		10,996
U.S. Naval Academy	6,847		7,102		8,204		9,314		10,781		11,093		10,543		9,610		10,816		10,861
South Dakota School of Mines and Technology	13,347		12,589		14,480		16,503		14,373		28,572		32,070		19,140		12,156		10,524
Wellesley C.	9,425		8,408		8,803		8,735		8,385		8,422		7,242		8,439		9,113		10,127
California State U., Long Beach	10,572		10,880		14,697		16,400		13,453		15,494		14,595	i	13,696	i	12,796		10,097
Tennessee Technological U.	9,752		9,986		12,499		12,351		14,823		16,754		13,247		10,233		9,715		10,097
Alcorn State U.	6,256		6,593		9,056		11,665		13,064		10,280		11,397		11,515		11,315		10,060
C. Charleston	5,891		7,454		7,707		6,695		6,022		14,218		8,320		9,579		10,224		10,034
Claremont Graduate U.	6,068		6,713		6,661		6,102		4,275	i	7,116		6,589		10,350		9,705		9,867
Florida Gulf Coast U.	11,660		12,333		11,805		11,664		10,905		13,906		17,051		14,393		14,204		9,626
CUNY, Brooklyn C.	4,166		5,215		5,868		5,030		5,486		6,846		9,306		9,216		8,064		9,407
Xavier U. Louisiana	4,784	i	4,139		4,532		5,253		5,693		8,029		9,849		10,606		8,789		9,346
U. Nebraska, Omaha	9,119		8,737		7,769		6,541		8,015		8,951		9,509		8,376		9,181		9,222
Ball State U.	11,370		13,178		12,743		15,461		16,644		20,477		18,765		11,740		10,357		9,209
Clark Atlanta U.	12,823		11,155		8,543		7,486		7,861		8,515		8,245		10,406		9,159		9,192
Fairfield U.	7,611		6,979		7,721		8,591		9,454		9,294		9,892		9,331	i	8,769		9,155
Bryn Mawr C.	5,717		4,889		4,640		7,658		7,296		7,476		8,388		9,837		9,452		9,143
Fisk U.	6,600		6,600		6,600		2,851		5,265		7,700		4,849		4,058		6,565	i	9,073
U. Maryland, Eastern Shore	5,568		4,609		3,522		6,015		7,504		8,692		8,664		7,309		8,826		8,982
Rhode Island C.	ne		ne		ne		ne		ne		ne		8,027		10,389		10,385		8,938
Bowling Green State U.	10,542		11,990		9,667		11,390		8,562		8,124		8,999		8,566		13,157		8,861
CUNY, John Jay C. of Criminal Justice	1,317		1,484		2,884		4,085		6,487		5,916		6,205		9,319		7,355		8,633
Western Washington U.	7,039		8,526		8,058		7,816		8,579		10,571		9,498		7,597		8,157		8,567
Langston U.	4,371		4,416		4,405		4,025		4,114		4,492		5,206		5,326		4,932		8,512
Virginia State U.	5,225		10,220		10,495		8,991		9,637		7,466		8,562		10,296		9,535		8,374
Humboldt State U.	6,342	i	6,500		7,087		8,808		15,261		9,845		9,570		9,510		8,025		8,306
California State U., San Marcos	ne		ne		ne		670		6,782		5,788		6,795	i	7,802	i	8,809		8,302
Western Kentucky U.	6,833		9,090		10,404		8,855		9,138		9,943		8,344		10,639		9,322		8,280
Rowan U.	7,881		7,360		7,569		6,338		6,950		2,987		3,247		3,783		3,407		8,202
Grand Valley State U.	3,776		3,792		4,938		6,301		3,925		5,044		6,429	i	7,814	i	9,202		8,198
U. Michigan, Dearborn	NA		NA		NA		NA		NA		6,779		7,554		6,015		6,846		8,176
Purdue U., Calumet	NA		NA		NA		NA		NA		14,014		11,946		14,897		8,259		8,166
California State U., Fresno	13,520		10,249		5,717		8,206		10,171		8,698		8,597		8,359		7,682		8,109
Arkansas State U., Jonesboro	4,070		6,034		7,552		6,899		8,715		11,115		13,435		14,250		10,463		8,099
U. Arkansas, Little Rock	4,345		9,331		9,598	i	9,866		10,650		11,007		12,039		10,500		13,107		8,068
Salisbury U.	ne		ne		ne		ne		ne		3,503		1,852		6,891		6,959		7,923
California State U., Fullerton	7,515		7,893		7,115		9,038		14,898		21,776		28,186		22,222		18,478		7,919
Indiana U.-Purdue U., Fort Wayne	NA		NA		NA		NA		NA		8,523		8,864		8,570		8,128		7,882
Texas Christian U.	5,849		5,564		5,536		5,007		6,213		5,306		5,595		7,775		8,574		7,872
East Tennessee State U.	8,350		8,188		8,269		8,485		9,445		9,869		10,249		11,213		8,919		7,836
CUNY, Graduate Center	9,918		9,220		9,779		10,395		10,118		11,562		11,974		9,173		11,982		7,797
National Defense U.	ne		ne		ne		ne		ne		ne		ne		ne		5,865		7,682
U. New England	ne		1,528		2,162		1,743		2,162		3,560		4,016		5,224		6,637		7,650
Loyola Marymount U.	911		2,112		2,726		3,561		4,897		4,557		6,455		5,746		6,766		7,635
U. Washington, Bothell	NA		NA		NA		NA		NA		630		2,857		4,285		4,704		7,550
U. Texas, Brownsville	ne		ne		ne		5,923		6,004		6,886		7,491		8,318		10,385		7,400
Morehouse C.	4,112		6,301		5,709		5,274		6,993		7,857		8,485	i	9,113		9,581		7,349
Midwestern U.	3,204		2,786		2,358		2,697		3,457		3,626		4,022		5,200		6,292		7,310
Wesleyan U.	8,536		8,619		8,657		8,177		7,518		8,397		10,367		8,945		8,120		7,262
West Virginia State U.	2,537		2,467		2,765		4,362		4,017		3,770		4,176		5,087		4,491		7,221
U. Central del Caribe	9,181		8,790		9,446		8,243		7,484		7,122		7,515		7,313		7,095		7,181
New School	5,889		6,950		7,795		2,703		3,843		5,178		6,420		7,568		9,219		7,160
U. Guam	8,531	i	7,604		7,059		6,106		5,834		5,555		5,626		6,131		6,043		7,075
U. Metropolitana	2,677	i	298		248		505		597		1,888		2,387		9,472		7,835		6,997
Dillard U.	1,401	i	2,123	i	4,684		1,991		6,513		8,425		7,936	i	7,448		7,741		6,939
Norfolk State U.	6,786		5,305		6,542		7,893		6,885		5,944		7,140		8,336		6,431		6,936
U. South Florida, Saint Petersburg	NA		NA		NA		NA		NA		4,425		3,978		5,488		6,905		6,908
U. Texas, Tyler	502		914		1,444		3,426		3,297		5,679		2,766		8,520		5,317		6,894
Lincoln U., Jefferson City	2,656		5,395		5,573		6,263		8,011		8,475		8,518		7,899		6,585		6,742
Seton Hall U.	10,131		6,546		8,035		6,812		15,427		4,003		7,701		6,398		6,489		6,675
DePaul U.	4,817		4,581		3,545		3,324		3,830		4,889		5,798		5,706		5,524		6,415
U. Tennessee, Chattanooga	10,294		7,838		5,991		8,602		8,303		10,749		9,251		10,896		7,844		6,239
Clark U.	6,410		7,349		6,640		7,049		8,223		7,111		6,861		7,260		5,693		6,168
Texas Southern U.	5,089		5,294		4,564		4,858		4,992		7,003		6,318		6,380		6,548		6,038
A. T. Still U.	1,206		1,439		826		1,179		623		1,253		1,925		3,247	i	4,569	i	5,892
U. Massachusetts, central office	ne		ne		ne		ne		ne		ne		ne		3,173		3,617		5,875
New York Institute of Technology	3,505		3,613		2,708		2,084		2,197		1,785		2,059		3,013		4,007		5,761
Ponce School of Medicine and Health Sciences	7,840		7,654		9,103		7,686		7,085		8,934		10,502		11,586		7,241		5,710
Kentucky State U.	3,100		3,883		3,770		4,671		5,189		4,912		4,562		6,859		5,605		5,694
Carleton C.	2,504		2,538		2,718		2,917		3,865		4,575		5,382		4,957		5,848		5,657
Gallaudet U.	6,779		6,710		8,387		4,005	i	4,490	i	7,652		7,161		6,765		6,769		5,655
Southern U. and A&M C., Agricultural Research and Extension Center	ne		ne		ne		ne		ne		ne		6,143		8,122		5,530		5,606
Western U. of Health Sciences	946		1,575		1,696		1,891		2,156		1,786		1,768		3,005		3,721		5,474
Southern Connecticut State U.	4,528		2,295	i	3,118		3,448		4,096		3,840		4,083		3,526		2,012		5,465
California State Polytechnic U., Pomona	2,765		2,502		2,466		1,750		1,682		6,493		7,198		6,597		6,988		5,455
West Texas A&M U.	4,573		5,816		5,502		6,332		6,526		7,346		5,847		6,937		5,510		5,407
U. Colorado Colorado Springs	4,350		4,509		8,090		9,861		9,545		9,088		7,425		4,727		4,721		5,363
Claremont McKenna C.	ne		ne		678	i	669	i	741	i	5,725		5,316		5,303	i	5,422	i	5,318
California State U., Los Angeles	10,783		9,660		12,103		10,142		9,313		7,714		8,823		7,192		7,659		5,172
U. San Diego	1,922		1,033		1,348		1,484		2,383		2,934		3,483		4,275		4,554		5,146
U. Hawaii, Hilo	16,653		18,564		16,674		14,500		20,202		14,857		9,934		22,003		16,009		5,031
U. Baltimore	12,443		8,506		2,397		5,442		6,063		4,229		5,944		5,556		5,448		4,990
Rutgers, State U. New Jersey, Camden	NA		NA		NA		NA		NA		3,574		5,079		3,810		5,722		4,919
Southern U. and A&M C., Baton Rouge	4,333	i	4,350		5,590		6,701		6,865		6,865		6,819	i	6,773		4,920		4,812
Chapman U.	839		2,068		2,064		1,519		2,225		3,830		3,547		3,314		4,463		4,794
California State U., Monterey Bay	4,045		4,107		7,032		6,275		6,204		5,305		6,959		6,567		6,129		4,787
California State U., Dominguez Hills	9,321		3,256		13,831		13,122		2,836		2,743		2,780		2,894		4,671		4,733
Lewis and Clark C.	989		1,738		2,315		2,206		1,270	i	2,753		2,778		2,246		3,628		4,713
Alfred U.	8,551		6,383		5,510		5,595		3,991		4,524		6,084		5,451		6,731		4,655
James Madison U.	5,031		4,802		5,818		5,922		5,988		7,038		7,303		8,891		5,835		4,628
Fort Valley State U.	2,497		2,570		2,610		3,311		3,262		5,310		3,850		3,665		3,688		4,547
Bucknell U.	1,869		3,255		2,404		2,934		4,538		5,456		5,043		4,009		4,297		4,464
U. Wisconsin-Stevens Point	1,994		2,375		3,182		3,325		4,002		6,766		6,171	i	5,576		4,392		4,450
Williams C.	3,459		4,074		3,983		4,084		4,907		4,691		4,513		4,518		3,857		4,440
Milwaukee School of Engineering	2,628		2,933		3,740		4,156		4,245		3,944		4,472		4,635		4,376		4,410
Pace U.	2,722		2,452		2,295		2,541		1,721		3,085		3,732		4,214		3,611		4,373
Middle Tennessee State U.	2,633		2,407		2,486		3,340		3,468		4,793		4,969		7,108		5,718		4,334
Amherst C.	3,610		4,709		4,384		5,906		4,984		3,628		4,623		5,448	i	6,275		4,308
U. Arkansas, Pine Bluff	7,330		6,774		5,831		7,238		7,422		8,343		9,415		9,082		8,911		4,306
Stephen F. Austin State U.	4,830		8,225		7,316		7,867		8,345		9,127		6,046		5,495		4,612		4,298
Appalachian State U.	1,462		2,422		3,359		3,851		3,135		2,898		3,835		4,438		3,051		4,289
Smith C.	4,140		5,146		4,401		4,865		5,152		4,613		4,529		4,246		4,234		4,283
Pennsylvania State U., Erie	NA		NA		NA		NA		NA		3,265		3,183		3,374		3,203		4,282
Montclair State U.	1,511		1,693		1,341		1,405		1,733		2,255		3,621		5,123		4,568		4,266
U. Northern Colorado	3,299		3,232		2,181		2,294		2,924		2,607		2,078		2,896		3,034		4,176
U. of the Pacific	4,896		6,209		6,068		8,551		6,879		6,120		4,704		5,291		4,563		4,088
U. Central Arkansas	3,950		7,002		7,036		1,638		1,515		2,670		2,821		3,277		2,913		4,064
Sam Houston State U.	1,365		3,141		2,812		4,553		8,617		7,555		5,816		4,349		4,608		3,996
St. Edward's U.	ne		ne		ne		ne		ne		ne		7,160		5,906		8,040		3,975
Grinnell C.	1,131		912		1,181		1,185		746		2,069		1,340		2,735		4,023		3,974
Mount Holyoke C.	3,563		2,784		3,570		3,522		2,972		2,788		3,317		3,323		3,118		3,871
California State U., Channel Islands	ne		ne		ne		ne		ne		ne		524		ne		1,236		3,862
Bastyr U.	ne		ne		ne		ne		1,485		1,572		2,121		2,844		2,728		3,857
Pomona C.	2,430		3,181		3,806		4,244		3,234		2,924		3,640		3,259		3,679		3,818
Missouri State U.	6,538		5,385		9,424		9,313		11,396		7,770		5,584		4,340		3,882		3,782
CUNY, C. Staten Island	2,682		2,391		3,618		3,275		3,409		3,290		4,188		4,955		3,691		3,731
U. Northern Iowa	2,862		1,549		4,150		3,237		2,453		3,064		4,248		3,615		3,678		3,711
Palmer C. of Chiropractic	ne		ne		ne		3,340		3,415		4,693		4,861		4,507		3,774		3,702
U. North Florida	5,636		6,413		8,412		9,847		6,141		8,041		9,379		7,031		4,480		3,674
Mills C.	ne		550	i	575	i	560	i	2,926		1,679		2,237		2,747		3,869		3,619
U. Richmond	2,716		2,469		2,560		3,458		3,969		4,052		4,064		4,282		3,351		3,598
Swarthmore C.	2,676		3,051		2,137		2,526		3,067		2,984		2,994		3,281		3,415		3,528
Kettering U.	1,758		3,473		2,209		3,689		4,454		6,880		5,087		4,059		3,449		3,517
SUNY, C. of Optometry	2,481		1,913		2,231		2,238		2,670		3,529		3,738		3,466		3,637		3,481
Youngstown State U.	1,386		1,314		734		1,478		2,082		4,523		4,732		3,598		3,785		3,464
Texas A&M International U.	250		ne		ne		482		1,870		2,428		3,121		3,344		3,674		3,441
U. Wisconsin-La Crosse	3,509		3,062		3,650		3,370		3,349		4,141		3,862	i	3,583		3,796		3,424
St. Cloud State U.	6,267		5,872		6,461		7,262		8,218		4,184		3,404		2,932		2,912		3,380
Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences	ne		ne		ne		ne		ne		ne		2,342		2,562		2,979		3,356
Minnesota State U., Mankato	567		1,174		1,309		1,832		3,180		3,837		2,654		2,082		2,640		3,310
CUNY, Lehman C.	4,109		4,810		5,256		3,739		3,423		3,593	i	3,762		3,228		2,904		3,265
Wheeling Jesuit U.	5,604	i	6,304	i	7,328		9,390		11,551		9,398		9,825		7,225		4,186		3,253
Albany C. of Pharmacy and Health Sciences	2,565		2,307		3,248		3,486		2,808		3,074		3,496		2,639		2,637		3,200
Harvey Mudd C.	1,852		2,301		2,767		3,005		2,701		3,214		3,861		3,512		3,595		3,127
Bowdoin C.	2,326		2,446		2,304		2,028		1,990		2,627		2,877		4,732		4,292		3,126
Reed C.	1,237		1,118		1,220		1,291		1,096		1,904		1,839		1,837		2,395		3,124
Fuller Theological Seminary	1,174		729		885		442		598		384		842		ne		2,329		3,106
Franklin and Marshall C.	2,423		1,843		2,168		2,333		2,895		3,770		3,439		2,997		3,475		3,105
Hofstra U.	712	i	3,011		2,950		3,065		3,888		2,552		2,472		3,237		2,394		3,102
Touro U., Vallejo	ne		ne		ne		ne		1,305		1,221		1,779		2,237		2,155		3,067
Calvin C.	2,887		2,752		2,917		4,267		4,160		5,010		3,113		3,252		3,466		3,051
Roseman U. of Health Sciences	ne		ne		ne		ne		ne		ne		840		ne		ne		3,021
Hope C.	2,060		2,926		2,603		2,605		2,321		3,596		4,185		3,376		3,559		3,016
Towson U.	2,046		1,054		1,098		2,357		4,101		3,052		3,574		2,599		2,800		2,997
Trinity U.	1,418		1,232		1,273		1,546		1,308		1,446		1,355		1,611		3,094		2,992
Elizabeth City State U.	947		717		1,904		2,982		3,421		5,576		10,455		4,455		4,515		2,988
U. Washington, Tacoma	NA		NA		NA		NA		NA		872		1,359		1,845		2,203		2,938
U. of the Sciences Philadelphia	704		1,260		1,449		1,777		1,800		1,964		3,504		3,610		3,765		2,922
Santa Clara U.	3,613	i	3,700	i	3,814	i	3,986		4,066		3,816		2,407		3,329		2,376		2,883
Hamilton C.	2,677		2,849		2,860		1,943		2,453		3,192		3,109		3,069		2,942		2,846
U. Tampa	ne		ne		ne		ne		ne		ne		ne		ne		1,197		2,835
Texas A&M U.-Commerce	1,056		1,118		1,879		1,796		2,613		2,679		2,242		2,279		2,541		2,833
West Chester U. Pennsylvania	3,701		1,468		2,649		3,893		3,064		5,584	i	8,103		4,591		1,635		2,793
Plymouth State U.	ne		ne		ne		1,507		1,173		1,752	i	3,729		2,913		2,872		2,786
U. San Francisco	1,245		1,317		1,714		1,736		1,804		2,124		2,668		4,301		2,663		2,764
Barnard C.	3,159		2,742		2,772		2,824		2,972		3,353		4,046		3,684		2,931		2,738
U. del Turabo	150	i	864		417		532		423		6,620		7,098		6,953		6,916		2,694
Seattle U.	764		930	i	1,096	i	1,935		1,400		1,337	i	1,274		642		ne		2,692
Texas Woman's U.	1,927		2,079		2,132		2,322		2,351		2,271		2,919		4,129		2,704		2,650
Edward Via C. of Osteopathic Medicine	ne		ne		ne		ne		ne		ne		2,453		2,576		4,992		2,633
Northwest Indian C.	ne		ne		ne		ne		2,538		2,426		2,744	i	2,847		3,247		2,609
Keene State C.	ne		ne		ne		ne		ne		ne		2,290		2,338	i	2,387		2,601
Roger Williams U.	1,479		1,922		1,466		1,159		1,204		1,967		2,627		2,596		2,186		2,558
Pennsylvania State U., Harrisburg	NA		NA		NA		NA		NA		2,734		3,460		2,903		2,230		2,557
Haverford C.	1,259		967		1,182		1,397		1,870		3,620		2,765		2,588		2,769		2,546
Sul Ross State U.	2,375		2,676		3,056		2,549		2,698		3,039		3,183		2,375		2,159		2,528
St. John's U., Manhattan	8,373		8,539		1,922		1,759		1,701		1,643		1,786		2,161		2,401		2,507
Benedict C.	1,494		1,498		1,778		1,549		1,337		1,533		3,009		2,754		2,664		2,479
Pittsburg State U.	2,547		2,823		2,577		2,083		2,163		1,759		1,687		1,479		1,536		2,475
Lamar U.	3,375		3,277		4,243		4,928		5,376		5,829		4,762		3,589		2,605		2,447
Colgate U.	1,308		2,060		2,406		2,953		2,819		2,851		2,291		3,268		2,704		2,444
California State U., Bakersfield	15,190		15,743		1,908		1,898		2,225		2,083		3,162		1,241		2,602		2,432
U. Houston-Downtown	453		509		175		298		528		1,013		1,351		2,267		1,444		2,414
Pepperdine U.	ne		ne		ne		557		877		2,672		1,924		2,571		2,400		2,401
U. West Georgia	1,817		1,492		1,622		1,912		1,522		1,749		2,711		2,280		2,718		2,390
California State U., Chico	2,933		2,208	i	1,796	i	1,384		1,931		2,881		2,684		2,492		2,868		2,384
Commonwealth Medical C.	ne		ne		ne		ne		ne		ne		ne		2,777		2,647		2,384
Black Hills State U.	4,156		3,075		3,132		2,922		2,549		2,883		1,643		2,466		3,061		2,380
U. of the District of Columbia	4,426		5,065		5,165		5,629		3,958		5,012		4,422		4,030		3,073		2,361
Tougaloo C.	571	i	461		2,616		3,460		2,983		2,978		2,753		2,613		2,639		2,285
U. Louisiana, Monroe	5,524		5,636		5,795		18,061		6,130		2,884		2,812		2,469		2,781		2,267
Alabama State U.	1,900		1,900		1,900		2,461		17,164		13,340		12,340		13,607		1,927		2,236
Eastern Kentucky U.	1,314		4,307		6,580		5,370		2,324		3,531		3,782		3,404		2,845		2,221
Wiley C.	211		ne		ne		286		375		575		2,098		2,831		3,010		2,220
Savannah State U.	2,421		2,342		2,301		1,902		1,651		1,874		2,700		1,996		2,613		2,210
Philadelphia C. of Osteopathic Medicine	973		1,034		1,754		1,390		1,223		1,278		2,401		1,898		2,614		2,209
U. Wisconsin-Oshkosh	1,594		1,413		1,396		1,724		1,373		1,556		2,384		2,331		2,167		2,196
Kennesaw State U.	713		690		954		1,084		790		1,854		1,961		3,511	i	5,062		2,192
Elon U.	ne		ne		ne		ne		ne		ne		1,523		1,658		2,043		2,184
CUNY, Baruch C.	2,691		2,853		2,484		3,449		2,546		2,616		2,645		3,605		2,264		2,183
Occidental C.	2,109		1,449		1,652		2,110		2,625		2,289		1,809		1,592		1,634		2,177
Coastal Carolina U.	818		1,417		1,231		2,160		1,575		2,404		2,162		2,412		2,516		2,166
National U.	ne		ne		ne		ne		ne		ne		3,134		4,482		4,508		2,154
U. North Carolina, Asheville	3,612		3,333		5,456		4,177		2,994		2,671		3,157		3,068		2,647		2,150
Keck Graduate Institute	ne		ne		ne		ne		ne		ne		2,313		1,920		2,357		2,132
Trinity C., Hartford	1,244		613		972		709		958		1,875		1,934		2,102		1,786		2,131
Central Washington U.	10,383		7,013		9,803		9,574		6,967		5,159		2,858		2,753		2,122		2,124
Pacific U.	1,663		763		793		818		1,267		1,849		1,129		2,110		2,535		2,122
Murray State U.	3,529		3,379		2,565		2,370		1,734		3,396		3,718		3,345		2,192		2,080
Northern Kentucky U.	1,519		2,027		1,843		1,791		1,878		2,316		2,397		2,201		1,810		2,052
Central State U.	1,579		2,320		2,320		2,553		3,308		3,233		3,821		3,591		2,771		2,025
Austin Peay State U.	ne		ne		ne		ne		ne		ne		2,180		2,124		2,067		2,002
SUNY, Buffalo State	1,977		1,699		1,318		1,625		2,390		1,935		2,539		2,970		2,106		1,996
Saint Joseph's U.	6,394		7,379		6,801		5,217		2,782		2,918		3,073		2,955		2,921		1,988
Connecticut C.	1,461		1,146		1,097		867		1,844		1,532		1,801		1,740		1,842		1,966
Niagara U.	ne		ne		ne		ne		731		1,090		1,656		2,475		2,193		1,946
Siena C.	ne		630	i	585	i	589		1,140		1,061		1,714		1,662		1,995		1,945
Union C., Schenectady	2,571		1,992		2,086		2,557		1,865		1,984		1,615		1,516		2,402		1,924
U. Illinois, Springfield	2,128		1,923		2,328		2,450		2,030		2,096		2,002		2,370		2,276		1,916
Lafayette C.	1,718		1,799		1,551		2,002		1,898		2,089		2,426		1,864		1,947		1,915
Mercyhurst U.	ne		1,699		1,559		1,840		1,975		2,040		1,206		1,539		1,414		1,914
Morehead State U.	2,266		1,369		1,768		2,822		1,789		2,145		2,018		2,174		2,631		1,892
Lawrence Technological U.	1,033		2,393		2,337		1,905		2,146		3,952		3,348		1,483		2,022		1,876
Eastern Washington U.	2,208		2,778		2,570		2,622		2,236		3,266		3,910		2,700		2,115		1,867
Norwich U.	ne		ne		ne		ne		ne		ne		1,583		1,498		1,825		1,857
Colorado C.	516	i	ne		ne		2,144		587		671		1,198		1,248		1,229		1,823
Oberlin C.	1,059		810		773		726		869		1,985		1,710		1,856		1,670		1,819
Claflin U.	222		930		1,261	i	1,592		3,328		3,252		5,439		5,255		2,661		1,818
Skidmore C.	1,138		772		726		782		1,411		2,850		2,113		1,885		1,903		1,811
Oklahoma State U., Center for Health Sciences	NA		NA		NA		NA		NA		4,398		2,815		2,122		2,137		1,805
Davidson C.	295	i	560		965		1,342		2,018		1,493		1,977		1,400		2,337		1,804
Nicholls State U.	2,118		1,758		1,233		1,172		1,864		2,590		3,321		2,794		1,706		1,802
U. Puerto Rico, Cayey	ne		ne		861		1,224		1,735		927		1,474		1,916		1,726		1,795
Rider U.	1,096		1,287		1,330		1,410		1,550		1,671		1,672		1,890		1,648		1,793
Bowie State U.	2,174		1,951		1,960		ne		ne		ne		1,910		1,739		1,422		1,761
U. Houston-Clear Lake	1,383		1,234		1,249		1,023		1,244		1,279		1,746		1,769		1,542		1,716
Sonoma State U.	666		719		423		652		587		858		825		ne		1,938		1,714
Willamette U.	573		647		697		869		1,465		2,059		1,940		2,652		1,960		1,698
McNeese State U.	681		441		462		1,158		1,215		1,077		1,561		1,330		1,426		1,691
Barry U.	ne		ne		ne		697		875		897		1,350		1,449		3,041		1,677
Colby C.	1,456		1,635		1,294		1,369		1,695		1,782		1,772		1,996		1,822		1,673
Saint John's U., Collegeville	ne		ne		ne		1,057		616		640		891		ne		1,444		1,623
Dickinson C.	2,615		1,688		2,920		2,204		2,364		2,109		2,050		2,167		1,570		1,612
U. Hartford	1,360		1,633		3,457		7,183		7,120		1,137		2,419		2,007		1,807		1,606
Furman U.	1,477		1,433		1,042		1,367		1,885		2,311		2,184		2,049		2,199		1,600
